OBJECTID,county,name,sector,type,address,phone,y,x,hours,website
88,Carter,Child Support,Social services,Families,300 W Main St Grayson KY 41143,606-474-8989,38.333436,-82.9517,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
89,Carter,Cabinet for Families & Children,Social services,Families,"873 E. Midland Trail Grayson, KY - 41143",606-474-8989,38.341894,-82.932203,Mon-Fri 8-4:30,"<a href = ""https://www.dcfoffices.org/office/ky_41143_carter-county-dcf-office"">Click here to access their website</a>"
114,Clark,Clark County Child Support,Social services,Families,"7 Cleveland Ave, Winchester, KY 40391",859-744-1124,37.993238,-84.177484,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
126,Clay,Clay County Child Support,Social services,Families,"102 Walters St # 1, Manchester, KY 40962",606-598-8415,37.155536,-83.759203,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
127,Clay,Children's Services,Social services,Families,"239 Richmond Rd, Manchester, KY 40962",606-598-0796,37.155536,-83.759203,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
128,Clay,Clay County community-Based services,Social services,Families,"25 Marcum Hill Rd, Manchester, KY 40962",606-598-2027,37.161653,-83.765967,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
137,Clinton,Cabinet for Healthy and Family Services,Social services,Families,"801 Tennessee Rd D, Albany, KY 42602",606-387-6655,36.682599,-85.129864,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
148,Cumberland,Cumberland County Family Resources,Social services,Families,"353 N Main St, Burkesville, KY 42717",270-864-1262,36.794691,-85.368805,Mon-Fri 8-4:30,"<a href = ""https://www.cland.k12.ky.us/Administration/18"">Click here to access their website</a>"
156,Elliott,Cabinet for Health and Family Services,Social services,Families,"Route 5, Box 1900, Junior Street Sandy Hook, KY 41171",606-738-5193,38.089942,-83.127031,Mon-Fri 8-4:30,"<a href = ""https://elliottcounty.ky.gov/Departments/Pages/Cabinet-for-Health-and-Families-Services.aspx"">Click here to access their website</a>"
157,Elliott,Elliott County Christian Community Center,Social services,Families,"157 Main St, Sandy Hook, KY 41171",606-738-4095,38.086384,-83.126255,Mon-Fri 8-4:30,"<a href = ""https://www.facebook.com/pages/category/Religious-Organization/Elliott-County-Christian-Community-Center-Inc-ecccc-Inc-202844313086684/"">Click here to access their website</a>"
169,Estill,Schools Family Resource Center,Social services,Families,"155 Riverview Rd, Irvine, KY 40336",606-723-7733,37.701158,-83.987825,Mon-Fri 8-4:30,"<a href = ""https://www.estill.k12.ky.us/WII/Content2/frc"">Click here to access their website</a>"
180,Fleming,Social Service Department,Social services,Families,"102 Clark St, Flemingsburg, KY 41041",606-723-5146,38.418829,-83.736135,Mon-Fri 8-4:30,"<a href = ""https://www.dcfoffices.org/office/ky_40336_estill-county-dcf-office"">Click here to access their website</a>"
197,Floyd,Social Security Adminstration,Social services,Families,"1897 KY-321, Prestonsburg, KY 41653",800-772-1213,37.70292941,-82.78522811,Mon-Fri 8-4:30,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
198,Floyd,Families & Children Cabinet,Social services,Families,"311 N Arnold Ave, Prestonsburg, KY 41653",606-889-1724,37.669454,-82.776102,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
199,Floyd,Family Support and Food Stamps,Social services,Families,"1009 N Lake Dr, Prestonsburg, KY 41653",606-889-1800,37.695273,-82.769583,Sun-Fri 9-5,"<a href = ""https://chfs.ky.gov/agencies/dcbs/dfs/Pages/default.aspx"">Click here to access their website</a>"
200,Floyd,Floyd County Child Support,Social services,Families,"430 S Lake Dr, Prestonsburg, KY 41653",606-889-0977,37.6656,-82.769806,Mon-Fri 7-4,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
201,Floyd,Child Support Division,Social services,Families,"127 S Lake Dr, Prestonsburg, KY 41653",606-889-1714,37.667827,-82.772966,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
204,Floyd,Office for Children with Special Health Care Needs,Social services,Families,"5000 KY Route 321 Prestonsburg, KY 41653",606-889-1761,37.728985,-82.765938,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
214,Garrard,Social Service Department,Social services,Families,"136 Commerce Dr, Lancaster, KY 40444",859-792-2186,37.599254,-84.593922,N/A,"<a href = ""https://www.dcfoffices.org/office/ky_40444_garrard-county-dcf-office"">Click here to access their website</a>"
215,Garrard,Garrard County Child Support,Social services,Families,7 Public Square Lancaster KY 40444,859-792-1231,37.619177,-84.57922,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
221,Green,Food Stamp Office,Social services,Families,"605 Columbia Hwy, Greensburg, KY 42743",855-306-8959,37.248992,-85.502137,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
228,Greenup,Greenup County Child Support,Social services,Families,"301 Main St # 205, Greenup, KY 41144",606-473-1734,38.57827,-82.836269,9-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
246,Harlan,Social Security Administration,Social services,Families,"189 Village Center Rd, Harlan, KY 40831",800-772-1213,36.814564,-83.317453,Mon-Fri 9-4,"<a href = ""www.ssa.gov/"">Click here to access their website</a>"
247,Harlan,Food Stamp Office,Social services,Families,"115 S Cumberland Ave # 201, Harlan, KY 40831",855-306-8959,36.84636,-83.323501,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
249,Harlan,Cawood A James Family Resource,Social services,Families,"279 Ball Park Rd, Harlan, KY 40831",606-574-9224,36.809836,-83.315147,Mon-Fri 8-4:30,"<a href = ""http://www.harlan.k12.ky.us/"">Click here to access their website</a>"
250,Harlan,Evarts Elementary Family Resource Youth Services Center,Social services,Families,"132 Keister St, Evarts, KY 40828",606-837-2386,36.86869,-83.193305,Mon-Fri 7:30-3:30,"<a href = ""http://www.harlan.k12.ky.us/ees/frysc.html"">Click here to access their website</a>"
268,Jackson,Social Services Department,Social services,Families,"1038 McCammon Ridge Rd McKee, KY 40447",606-287-7114,37.423537,-83.975133,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
269,Jackson,Jackson County Child Support,Social services,Families,"McKee, KY 40447",606-287-5219,37.4309321,-83.9984049,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
270,Jackson,Tyner Family Resource Center,Social services,Families,"1340 KY-30, Tyner, KY 40486",606-364-3878,37.3440167,-83.9321136,Mon-Fri 8-4:30,"<a href = ""https://www.jackson.k12.ky.us/"">Click here to access their website</a>"
272,Jackson,KY Cabinet For Family and Health Services,Social services,Families,"234-238 McCammon Ridge Rd, McKee, KY 40447",606-287-7114,37.423537,-83.975133,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
283,Johnson,Johnson County Child Support,Social services,Families,"225 Court St, Paintsville, KY 41240",606-789-3338,37.814233,-82.807278,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
284,Johnson,Cabinet For Health & Family,Social services,Families,"205 Main St, Paintsville, KY 41240",606-788-7100,37.814375,-82.805047,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
298,Knott,Knott County Human Services Center,Social services,Families,"40 Center St, Hindman, KY 41822",606-785-4095,37.3349717,-82.9800913,Mon-Fri 8-4:30,N/A
299,Knott,Cabinet- Health & Family Services,Social services,Families,"50 Professor Clarke Cir, Hindman, KY 41822",606-785-3107,37.336544,-82.981393,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
300,Knott,Food Stamps Office and Family Support,Social services,Families,"125 Cowtown Rd, Hindman, KY 41822",606-785-3137,37.330003,-82.988218,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
311,Knox,Families & Children Cabinet -DSS,Social services,Families,"209 Knox St, Barbourville, KY 40906",606-546-3121,36.86705,-83.887533,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
312,Knox,Office for Children with Special Health Care Needs,Social services,Families,"110 Johnson Ln Barbourville, KY 40906",606-546-5109,36.868945,-83.887326,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
313,Knox,Food Stamp Office,Social services,Families,"710 Pitzer St, Barbourville, KY 40906",855-306-8959,36.849443,-83.886713,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
315,Knox,G R Hampton Resource Center,Social services,Families,"60 KY-3441, Barbourville, KY 40906",606-546-4210,36.849443,-83.886713,Mon-Fri 8-3:30,"<a href = ""https://www.knoxkyschools.com/schools/gr-hampton-elementary-school"">Click here to access their website</a>"
317,Knox,Flat Lick Family Resource Center,Social services,Families,"110 Ky 3085, Flat Lick, KY 40935",606-542-5147,36.8402883,-83.7859249,Mon-Fri 8-4,"<a href = ""http://www2.knoxkyschools.com/learning/frysc/"">Click here to access their website</a>"
332,Laurel,Laurel County Family Support,Social services,Families,"101 S Main St, London, KY 40741",606-878-7740,37.128386,-84.083835,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspxhttps://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
337,Laurel,Independent Opportunities Comm,Social services,Families,"90 Southern School Rd, Somerset, KY 42501",606-676-0630,37.038208,-84.622722,Mon-Fri 8-4:30,"<a href = ""http://independentopportunities.com/"">Click here to access their website</a>"
348,Lawrence,Social Service Department,Social services,Families,"180 Bulldog Ln # 2, Louisa, KY 41230",606-638-4360,38.097968,-82.60403,Mon-Fri 8-4:30,N/A
349,Lawrence,Lawrence County Child Support,Social services,Families,"314 E Madison St, Louisa, KY 41230",606-638-4426,38.114936,-82.601732,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
350,Lawrence,Child Support Division,Social services,Families,"122 N Main Cross St, Louisa, KY 41230",606-638-9622,38.116155,-82.602946,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
351,Lawrence,Northeast KY Community Action,Social services,Careers,"180 Bulldog Lane Louisa, KY 41230",606-638-4067,38.098112,-82.603987,Mon-Fri 8-4:30,"<a href = ""nkcaa.net"">Click here to access their website</a>"
356,Lee,Social Service Department,Social services,Families,"256 Main St #26, Beattyville, KY 41311",606-464-8801,37.57366,-83.70998,Mon-Fri 8-4:30,"<a href = ""https://www.ebtcard.net/program/Families_support_office_lee_county_41311.html"">Click here to access their website</a>"
357,Lee,Food Stamp Program,Social services,Families,"256 Main St #27, Beattyville, KY 41311",606-464-2404,37.57366,-83.70998,Mon-Fri 8-4:30,N/A
367,Leslie,Cabinet for Health and Family Services,Social services,Families,"21150 US-421, Hyden, KY 41749",606-672-2307,37.15081,-83.37245,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
368,Leslie,Leslie County Child Support,Social services,Families,"21892 Main St, Hyden, KY 41749",606-672-4452,37.1621141,-83.3734968,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
382,Letcher,Letcher County Child Support,Social services,Families,"95 E Main St # B, Whitesburg, KY 41858",606-633-9047,37.118625,-82.82739,Mon-Fri 9-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
398,Lewis,Lewis County DCBS Office/ Food Stamp Office,Social services,Families,"243 Commercial Dr, Vanceburg, KY 41179",855-306-8959,38.589229,-83.326311,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
409,Lincoln,Kentucky Cabinet for Health and Family Services - Protection and Permanency,Social services,Families,"144 Frontier Blvd, Stanford, KY 40484",606-365-3551,37.54897,-84.675682,N/A,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
410,Lincoln,Stanford Food Stamp Office,Social services,Families,"144 Frontier Blvd, Stanford, KY 40484",855-306-8959,37.54897,-84.675682,Mon-Fri 8-4:30,"<a href = ""https://www.foodstampsoffices.com/stanford-ky/"">Click here to access their website</a>"
411,Lincoln,Lincoln County Child Support,Social services,Families,"216 W Main St, Stanford, KY 40484",606-365-1619,37.529346,-84.662929,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
413,Lincoln,Helping Hands Family Resource,Social services,Families,"93 College St, Hustonville, KY 40437",606-346-3271,37.473634,-84.819078,Mon-Fri 7-3:30,"<a href = ""https://www.facebook.com/helpinghandsfrc/"">Click here to access their website</a>"
435,Madison,Social Security Office,Social services,Families,"1060 GIBSON BAY DRIVE RICHMOND, KY 40475",866-838-8945,37.738273,-84.266699,Mon-Fri 9-4,"<a href = ""www.ssa.gov/"">Click here to access their website</a>"
436,Madison,Madison County Child Support,Social services,Families,"135 W Irvine St # 201, Richmond, KY 40475",859-624-4718,37.748546,-84.294247,Mon-Fri 8-4,"<a href = ""https://www.madisoncountyky.us/index.php/child-support"">Click here to access their website</a>"
437,Madison,KY River Foothills Cuncil,Social services,Families,"311 Spangler Dr # I, Richmond, KY 40475",859-624-2046,37.735411,-84.315689,Mon-Fri 8:30-4:30,"<a href = ""https://foothillscap.org/"">Click here to access their website</a>"
438,Madison,South Madison Family Resource,Social services,Families,"109 Oakwood Dr, Berea, KY 40403",859-986-2383,37.591714,-84.288823,Mon-Fri 8-3:30,"<a href = ""https://www.facebook.com/SouthMadisonFamiliesResourceCenter/"">Click here to access their website</a>"
441,Madison,South Madison Family Resource,Social services,Families,"75 Old US Hwy 25, Berea, KY 40403",859-387-3205,37.590324,-84.267762,N/A,"<a href = ""http://www.madison.kyschools.us/Content/Families-resources-youth-service-centers"">Click here to access their website</a>"
455,Magoffin,Social Service Department,Social services,Families,"125 S Church St, Salyersville, KY 41465",606-349-3122,37.751934,-83.068809,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
456,Magoffin,Magoffin County Child Support,Social services,Families,"110 Maple St, Salyersville, KY 41465",606-349-2032,37.752693,-83.068419,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
465,Martin,Social Services Department,Social services,Families,"100 Main St, Inez, KY 41224",606-298-3577,37.866192,-82.537252,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
467,Martin,Cabinet for Families & Children,Social services,Families,"104 Main St, Inez, KY 41224",606-298-7633,37.866049,-82.537157,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
477,McCreary,Department of Family Support,Social services,Families,"1618 US-27, Whitley City, KY 42653",606-376-5304,36.7640641,-84.4813017,Mon-Fri 8-4:30,"<a href = ""https://www.ebtcard.net/program/Families_support_office_mccreary_county_42653.html"">Click here to access their website</a>"
478,McCreary,Whitley City Family Resource,Social services,Families,"Pine Knot, KY 42635",606-376-9490,36.762027,-84.477353,Mon-Fri 7:45-3:15,"<a href = ""https://www.mccreary.k12.ky.us/6/Content2/132"">Click here to access their website</a>"
484,Menifee,Social Service Department,Social services,Families,"784 KY-36, Frenchburg, KY 40322",606-768-2154,37.959244,-83.616056,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
498,Montgomery,Health and Civic Center,Social services,Families,"108 E Locust St, Mt Sterling, KY 40353",859-498-6312,38.055164,-83.939814,"Mon-Thurs, 8-4:30, Fri 8-noon","<a href = ""http://www.mtsterlingchamber.com/Community/civic/"">Click here to access their website</a>"
499,Montgomery,State of Kentucky Family Support,Social services,Families,"212 Civic Ctr, Mt Sterling, KY 40353",859-498-5398,38.056355,-83.943051,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
500,Montgomery,Montgomery County Child Support,Social services,Families,"44 W Main St F, Mt Sterling, KY 40353",859-498-8718,38.055943,-83.942912,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
513,Morgan,Christian Social Services,Social services,Families,"256 Court St, West Liberty, KY 41472",606-743-4132,37.92003,-83.259771,N/A,N/A
514,Morgan,Cabinet for Health and Family Services,Social services,Families,"405 Prestonsburg St, West Liberty, KY 41472",606-743-3158,37.921567,-83.256844,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
521,Owsley,Department for Human Resources,Social services,Families,"1 Mulberry St, Booneville, KY 41314",606-593-5191,37.475569,-83.674721,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
538,Perry,Social Security Adminstration,Social services,Families,"122 Reynolds Lane, Hazard, KY 41701",800-772-1213,37.2502469,-83.2046709,Mon-Fri 9-4,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
539,Perry,Social Security Administration Office of Disability Adjudication and Review,Social services,Families,"825 High St, Hazard, KY 41701",606-435-0724,37.251406,-83.194704,Mon-Fri 8-4:30,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
540,Perry,Cabinet for Families & Children,Social services,Families,"548 Village Ln, Hazard, KY 41701",606-435-6060,37.278099,-83.232588,Mon-Fri 8-4:30,"<a href = ""https://www.dcfoffices.org/state/KY#"">Click here to access their website</a>"
541,Perry,Social Services Office,Social services,Families,"1332 KY-15 Hazard, KY 41701",855-306-8959,37.244325,-83.184213,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
543,Perry,Hope House,Social services,Families,"1001 N Main St, Hazard, KY 41701",606-436-5043,37.253942,-83.194478,Mon-Fri 6:30-6,"<a href = ""https://www.facebook.com/hazardhopehouse/?ref=page_internal"">Click here to access their website</a>"
544,Perry,Kentucky River Community Care,Social services,Families,"115 Rockwood Ln Hazard, KY 41701",606-436-5761,37.280359,-83.228611,N/A,"<a href = ""http://krccnet.com/"">Click here to access their website</a>"
546,Perry,Cabinet for Families & Children,Social services,Families,"742 High St, Hazard, KY 41701",606-435-6108,37.250921,-83.195407,Mon-Fri 8-5,"<a href = ""https://www.dcfoffices.org/state/KY#"">Click here to access their website</a>"
548,Perry,Office for Children with Special Health Care Needs,Social services,Families,"110 Johnson Ln, Barbourville, KY 40906",606-546-5109,36.869324,-83.886317,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
573,Pike,Social Security Adminstration,Social services,Families,"333 Hambley Blvd, Pikeville, KY 41501",800-772-1213,37.482179,-82.532922,Mon-Fri 9-4,"<a href = ""www.ssa.gov/"">Click here to access their website</a>"
574,Pike,Social Service Department,Social services,Families,"131 Summit Dr # 400, Pikeville, KY 41501",606-433-7596,37.476456,-82.5157,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
575,Pike,Judi's Place for Kids,Social services,Families,"128 S College St, Pikeville, KY 41501",606-437-7447,37.475694,-82.523765,Mon-Fri 8:30-5,"<a href = ""https://www.judisplace.org/"">Click here to access their website</a>"
593,Powell,Powell County Child Support,Social services,Families,"565 Washington St, Stanton, KY 40380",606-663-6424,37.853153,-83.859838,Mon-Fri 8-4:30,"<a href = ""https://powellcounty.ky.gov/department/Pages/child-support.aspx"">Click here to access their website</a>"
594,Powell,Cabinet for Families & Children,Social services,Families,"124 N Main St, Stanton, KY 40380",606-663-2293,37.847233,-83.857888,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
619,Pulaski,Social Security Office,Social services,Families,"3975 S HIGHWAY 27 SOMERSET, KY 42501",800-772-1213,37.037879,-84.628441,Mon-Fri 8-4:30,"<a href = ""socialsecurity.gov"">Click here to access their website</a>"
620,Pulaski,Pulaski County Child Support,Social services,Families,"100 N Main St, Somerset, KY 42501",606-679-4449,37.092348,-84.604954,Mon-Fri 9-4:30,"<a href = ""http://pulaskicountyattorney.com/child-support/"">Click here to access their website</a>"
621,Pulaski,DCBS Social Services Office,Social services,Families,"67 Eagle Creek Dr, Somerset, KY 42503",855-306-8959,37.0920097,-84.636919,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
626,Pulaski,Can Help Inc,Social services,Families,"428 Enterprise Dr, Somerset, KY 42501",606-676-0545,37.031464,-84.620245,Mon-Fri 9-4,"<a href = ""https://www.facebook.com/CANHELPCASEMANAGEMENT/"">Click here to access their website</a>"
628,Pulaski,Office for Children with Special Health Care Needs,Social services,Families,"Professional Plaza 401 Bogle St., Suite 104 Somerset, KY 42503",606-678-4454,37.085738,-84.623003,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
641,Rockcastle,"Cabinet for Health and Family Services, Rockcastle County Protection & Permanency",Social services,Families,"125 W Main St, Mt Vernon, KY 40456",606-256-2138,37.354097,-84.342427,Mon-Fri 8-4:30,"<a href = ""https://kentucky.gov/health/Pages/default.aspx"">Click here to access their website</a>"
655,Rowan,Social Service Department,Social services,Families,"511 Hecks Plaza Dr, Morehead, KY 40351",606-784-4178,38.191565,-83.475272,N/A,N/A
656,Rowan,Rowan County Child Support,Social services,Families,"600 W Main St #148, Morehead, KY 40351",606-784-2225,38.1751439,-83.4388737,Mon-Fri 8-5,"<a href = ""https://childsupportoffice.us/kentucky-child-support-offices/morehead-ky-child-support-and-social-service-office/"">Click here to access their website</a>"
659,Rowan,Family Resource Center,Social services,Families,"91 Christy Creek Rd, Morehead, KY 40351",606-784-9211,38.196274,-83.411007,Mon-Fri 8-3:30,"<a href = ""https://www.rowan.kyschools.us/5/Content2/78"">Click here to access their website</a>"
660,Rowan,Gateway Children's Advocacy Center,Social services,Families,"310 E Main St, Morehead, KY 40351",606-780-7848,38.185144,-83.43222,Mon-Fri 9-5,"<a href = ""https://www.gatewaycac.com/"">Click here to access their website</a>"
662,Rowan,Office for Children with Special Health Care Needs,Social services,Families,"214 W. First St. Morehead, KY 40351",606-783-8610,38.179112,-83.434853,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
674,Russell,Social Service Deparment,Social services,Families,104 Monument Square Russell Springs KY 42642,270-343-5544,36.984535,-85.062248,Mon-Fri 8-4,"<a href = ""https://childsupportoffice.us/kentucky-child-support-offices/russell-springs-ky-child-support-and-social-service-office/"">Click here to access their website</a>"
676,Russell,Human Resources Department,Social services,Families,"Courthouse, Jamestown, KY 42629",270-343-3220,36.984969,-85.062536,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
689,Wayne,Social Service Department,Social services,Families,"1520 N Main St #6, Monticello, KY 42633",606-348-9361,36.84807,-84.834874,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
690,Wayne,Wayne Co Child Support Program,Social services,Families,"31 Columbia Ave, Monticello, KY 42633",606-340-8527,36.829463,-84.849686,Mon-Fri 9-5,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
710,Whitley,Social Security Office,Social services,Families,"159 FUTURE DR CORBIN, KY 40701",877-405-0470,36.904524,-84.162607,Mon-Fri 9-4,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
712,Whitley,Oak Grove Family Resource Center,Social services,Families,"4505 Cumberland Falls Hwy, Corbin, KY 40701",606-523-0741,36.904524,-84.162607,Mon-Fri 7-3,"<a href = ""https://www.whitley.k12.ky.us/5/Content2/192"">Click here to access their website</a>"
