OBJECTID,county,name,sector,type,address,phone,y,x,hours,website
101,Casey,Kentucky Career Center,Social services,Careers,"1 Pettyjohn Street Liberty, KY 42539",606-787-1405,37.316506,-84.940152,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
113,Clark,Clark County Community Services,Social services,Community,"30 Taylor Ave, Winchester, KY 40391",859-744-5034,37.995868,-84.184881,Mon-Fri 9-2,"<a href = ""http://www.clarkcountyCommunityservices.org/"">Click here to access their website</a>"
114,Clark,Clark County Child Support,Social services,Families,"7 Cleveland Ave, Winchester, KY 40391",859-744-1124,37.993238,-84.177484,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
115,Clark,Evergreen Community Support,Social services,Community,"11 S Highland St, Winchester, KY 40391, USA",859-745-0111,37.992306,-84.17525,Mon-Fri 9-5,"<a href = ""https://www.facebook.com/evergreenCommunitysupports/"">Click here to access their website</a>"
116,Clark,National Youth Advocate Program,Social services,Community,"104 W Broadway St, Winchester, KY 40391",859-385-4669,37.994025,-84.179014,Mon-Fri 8-4:30,"<a href = ""https://www.nyap.org/nyap-locations/kentucky.html"">Click here to access their website</a>"
126,Clay,Clay County Child Support,Social services,Families,"102 Walters St # 1, Manchester, KY 40962",606-598-8415,37.155536,-83.759203,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
127,Clay,Children's Services,Social services,Families,"239 Richmond Rd, Manchester, KY 40962",606-598-0796,37.155536,-83.759203,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
128,Clay,Clay County community-Based services,Social services,Families,"25 Marcum Hill Rd, Manchester, KY 40962",606-598-2027,37.161653,-83.765967,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
129,Clay,Daniel Boone Community Action Agency,Social services,Community,"33 Marcum Hill Rd, Manchester, KY 40962",606-598-5127,37.155536,-83.759203,Mon-Fri 8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
137,Clinton,Cabinet for Healthy and Family Services,Social services,Families,"801 Tennessee Rd D, Albany, KY 42602",606-387-6655,36.682599,-85.129864,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
138,Clinton,Lake Cumberland Community Action,Social services,Community,"110 Spring St # A, Albany, KY 42602",606-387-5880,36.6894582,-85.1345326,Mon-Fri 8-4:30,"<a href = ""http://www.lc-caa.org/"">Click here to access their website</a>"
139,Clinton,Kentucky Career Center,Social services,Careers,"2353 North Highway 127 Albany, KY 42602",606-387-8082,36.718607,-85.13557,"Mon-Wed 8-4, Fri 8-4","<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
147,Cumberland,Social Service Department,Social services,Community,"232 Keen St, Burkesville, KY 42717",270-864-3834,36.782962,-85.372177,Mon-Fri 8-4:30,"<a href = ""https://www.lcdhd.org/"">Click here to access their website</a>"
148,Cumberland,Cumberland County Family Resources,Social services,Families,"353 N Main St, Burkesville, KY 42717",270-864-1262,36.794691,-85.368805,Mon-Fri 8-4:30,"<a href = ""https://www.cland.k12.ky.us/Administration/18"">Click here to access their website</a>"
149,Cumberland,Lake Cumberland Community Action,Social services,Community,"Courthouse, Burkesville, KY 42717",270-864-4386,36.790142,-85.370545,Mon-Fri 8-4:30,"<a href = ""http://www.lc-caa.org/index.php"">Click here to access their website</a>"
150,Cumberland,US Rural Development,Social services,Community,"202 N Main St, Burkesville, KY 42717",270-864-2631,36.791507,-85.36901,Mon-Fri 8-4:30,"<a href = ""https://www.rd.usda.gov/"">Click here to access their website</a>"
151,Cumberland,Kentucky Career Center,Social services,Careers,"213 Upper Street Burkesville, KY 42717",270-864-9316,36.789241,-85.368685,Wed-Thurs 8-3:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
156,Elliott,Cabinet for Health and Family Services,Social services,Families,"Route 5, Box 1900, Junior Street Sandy Hook, KY 41171",606-738-5193,38.089942,-83.127031,Mon-Fri 8-4:30,"<a href = ""https://elliottcounty.ky.gov/Departments/Pages/Cabinet-for-Health-and-Families-Services.aspx"">Click here to access their website</a>"
157,Elliott,Elliott County Christian Community Center,Social services,Families,"157 Main St, Sandy Hook, KY 41171",606-738-4095,38.086384,-83.126255,Mon-Fri 8-4:30,"<a href = ""https://www.facebook.com/pages/category/Religious-Organization/Elliott-County-Christian-Community-Center-Inc-ecccc-Inc-202844313086684/"">Click here to access their website</a>"
158,Elliott,Kentucky Career Center,Social services,Community,"400 Main St, Sandy Hook, KY 41171",606-738-5796,38.085896,-83.127245,Mon-Fri 8:30-5,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
159,Elliott,Elliott County Christian Community Center,Social services,Community,"157 Main St, Sandy Hook, KY 41171",606-738-4095,38.086378,-83.126253,Mon-Fri 10-4,"<a href = ""https://www.facebook.com/pages/category/Religious-Organization/Elliott-County-Christian-Community-Center-Inc-358544607604109/"">Click here to access their website</a>"
169,Estill,Schools Family Resource Center,Social services,Families,"155 Riverview Rd, Irvine, KY 40336",606-723-7733,37.701158,-83.987825,Mon-Fri 8-4:30,"<a href = ""https://www.estill.k12.ky.us/WII/Content2/frc"">Click here to access their website</a>"
170,Estill,Community-Based Services,Social services,Community,"102 Mack St, Irvine, KY 40336",606-723-5124,37.699871,-83.975874,Mon-Fri 8-4:30,"<a href = ""https://kentucky.gov/health/Pages/default.aspx"">Click here to access their website</a>"
171,Estill,American Red Cross,Social services,Community,"177 Broadway St, Irvine, KY 40336",606-723-1914,37.700457,-83.972406,Mon-Fri 8-4:30,"<a href = ""https://www.redcross.org/"">Click here to access their website</a>"
180,Fleming,Social Service Department,Social services,Families,"102 Clark St, Flemingsburg, KY 41041",606-723-5146,38.418829,-83.736135,Mon-Fri 8-4:30,"<a href = ""https://www.dcfoffices.org/office/ky_40336_estill-county-dcf-office"">Click here to access their website</a>"
181,Fleming,Licking Valley Community Action,Social services,Community,"203 High St Flemingsburg, KY 41041",606-845-0081,38.4153237,-83.7387011,Mon-Fri 8-4:30,"<a href = ""http://www.lvcap.com/"">Click here to access their website</a>"
182,Fleming,Habitat for Humanity,Social services,Community,"117 W Main St, Flemingsburg, KY 41041",N/A,38.418829,-83.736135,Mon-Fri 8-4:30,N/A
197,Floyd,Social Security Adminstration,Social services,Families,"1897 KY-321, Prestonsburg, KY 41653",800-772-1213,37.70292941,-82.78522811,Mon-Fri 8-4:30,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
198,Floyd,Families & Children Cabinet,Social services,Families,"311 N Arnold Ave, Prestonsburg, KY 41653",606-889-1724,37.669454,-82.776102,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
199,Floyd,Family Support and Food Stamps,Social services,Families,"1009 N Lake Dr, Prestonsburg, KY 41653",606-889-1800,37.695273,-82.769583,Sun-Fri 9-5,"<a href = ""https://chfs.ky.gov/agencies/dcbs/dfs/Pages/default.aspx"">Click here to access their website</a>"
200,Floyd,Floyd County Child Support,Social services,Families,"430 S Lake Dr, Prestonsburg, KY 41653",606-889-0977,37.6656,-82.769806,Mon-Fri 7-4,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
201,Floyd,Child Support Division,Social services,Families,"127 S Lake Dr, Prestonsburg, KY 41653",606-889-1714,37.667827,-82.772966,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
202,Floyd,Kentucky Career Center,Social services,Careers,"686 N. Lake Drive Prestonsburg, KY 41653",606-889-1772,37.675618,-82.778148,"Mon-Wed 8-5, Thurs 8-4:30, Fri 8-noon","<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
203,Floyd,Big Sandy Area Community Action Program,Social services,Careers,"60 Court St. Allen, KY 41601",606-874-2420,37.615253,-82.721914,Mon-Fri 8-4:30,"<a href = ""bsacap.org"">Click here to access their website</a>"
204,Floyd,Office for Children with Special Health Care Needs,Social services,Families,"5000 KY Route 321 Prestonsburg, KY 41653",606-889-1761,37.728985,-82.765938,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
214,Garrard,Social Service Department,Social services,Families,"136 Commerce Dr, Lancaster, KY 40444",859-792-2186,37.599254,-84.593922,N/A,"<a href = ""https://www.dcfoffices.org/office/ky_40444_garrard-county-dcf-office"">Click here to access their website</a>"
215,Garrard,Garrard County Child Support,Social services,Families,7 Public Square Lancaster KY 40444,859-792-1231,37.619177,-84.57922,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
220,Green,Lake Cumberland Community Services,Social services,Community,"100 E Court St, Greensburg, KY 42743",270-932-7324,37.260712,-85.501186,Mon-Fri 8-4:30,"<a href = ""http://www.lc-caa.org/"">Click here to access their website</a>"
221,Green,Food Stamp Office,Social services,Families,"605 Columbia Hwy, Greensburg, KY 42743",855-306-8959,37.248992,-85.502137,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
222,Green,Kentucky Career Center,Social services,Careers,"113 North Main Street Greensburg, KY 42743",270-932-5936,37.261721,-85.501663,Wed-Thurs 8-3:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
227,Greenup,Social Service Department,Social services,Community,"1103 Seaton Ave, Greenup, KY 41144",606-473-7366,38.570206,-82.832432,Mon-Fri 8-4:30,"<a href = ""https://kentucky.gov/Pages/home.aspx"">Click here to access their website</a>"
228,Greenup,Greenup County Child Support,Social services,Families,"301 Main St # 205, Greenup, KY 41144",606-473-1734,38.57827,-82.836269,9-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
229,Greenup,"Emmaus Respite and Resource Center, Inc",Social services,Community,"410 Main St, Greenup, KY 41144",606-547-1140,38.577229,-82.83635,Mon-Fri 8:30-4:30,"<a href = ""http://www.emmausrandr.org/"">Click here to access their website</a>"
246,Harlan,Social Security Administration,Social services,Families,"189 Village Center Rd, Harlan, KY 40831",800-772-1213,36.814564,-83.317453,Mon-Fri 9-4,"<a href = ""www.ssa.gov/"">Click here to access their website</a>"
247,Harlan,Food Stamp Office,Social services,Families,"115 S Cumberland Ave # 201, Harlan, KY 40831",855-306-8959,36.84636,-83.323501,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
248,Harlan,Harlan County CAA,Social services,Community,"319 Camden Street, Old National Guard Armory, Harlan, KY 40831",606-573-5330,36.840232,-83.328029,Mon-Fri 8-4:30,"<a href = ""https://harlancountycaa.com/"">Click here to access their website</a>"
249,Harlan,Cawood A James Family Resource,Social services,Families,"279 Ball Park Rd, Harlan, KY 40831",606-574-9224,36.809836,-83.315147,Mon-Fri 8-4:30,"<a href = ""http://www.harlan.k12.ky.us/"">Click here to access their website</a>"
250,Harlan,Evarts Elementary Family Resource Youth Services Center,Social services,Families,"132 Keister St, Evarts, KY 40828",606-837-2386,36.86869,-83.193305,Mon-Fri 7:30-3:30,"<a href = ""http://www.harlan.k12.ky.us/ees/frysc.html"">Click here to access their website</a>"
251,Harlan,KIH Harlan Career Center,Social services,Careers,"124 S Cumberland Ave, Harlan, KY 40831",606-574-1020,36.845976,-83.324094,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
252,Harlan,Harlan County CAA,Social services,Community,"319 Camden Street Harlan, KY 40831",606-573-5335,36.840232,-83.328029,Mon-Fri 805,"<a href = ""harlancountycaa.com"">Click here to access their website</a>"
253,Harlan,Community & Business Development Center,Social services,Careers,"700 College Rd. Cumberland, KY 40823",606-589-2145,36.968213,-82.997427,Mon-Fri 8-4:30,N/A
254,Harlan,Mountain Association for Community Economic Development (MACED),Social services,Community,"433 Chestnut St. Berea, KY 40403",859-986-2373,37.567559,-84.298183,Mon-Fri 8-5,"<a href = ""https://maced.org/"">Click here to access their website</a>"
268,Jackson,Social Services Department,Social services,Families,"1038 McCammon Ridge Rd McKee, KY 40447",606-287-7114,37.423537,-83.975133,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
269,Jackson,Jackson County Child Support,Social services,Families,"McKee, KY 40447",606-287-5219,37.4309321,-83.9984049,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
270,Jackson,Tyner Family Resource Center,Social services,Families,"1340 KY-30, Tyner, KY 40486",606-364-3878,37.3440167,-83.9321136,Mon-Fri 8-4:30,"<a href = ""https://www.jackson.k12.ky.us/"">Click here to access their website</a>"
271,Jackson,Daniel Boone Community Action Agency,Social services,Community,"5748 State Hwy 290, McKee, KY 40447",606-364-4484,37.360028,-83.974797,Mon-Fri 8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
272,Jackson,KY Cabinet For Family and Health Services,Social services,Families,"234-238 McCammon Ridge Rd, McKee, KY 40447",606-287-7114,37.423537,-83.975133,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
273,Jackson,Daniel Boone Development,Social services,Community,"5748 KY Hwy 290 McKee, KY 40447",606-364-4484,37.128665,-83.7614636,Mon -Fri  8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
283,Johnson,Johnson County Child Support,Social services,Families,"225 Court St, Paintsville, KY 41240",606-789-3338,37.814233,-82.807278,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
284,Johnson,Cabinet For Health & Family,Social services,Families,"205 Main St, Paintsville, KY 41240",606-788-7100,37.814375,-82.805047,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
285,Johnson,Kentucky Career Center,Social services,Careers,"230 Court St. Paintsville, KY 41240",606-789-3641,37.814502,-82.806791,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
286,Johnson,Kentucky Career Center,Social services,Careers,"5659 Main St. Paintsville, KY 41260",606-788-7080,37.821737,-82.768007,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
298,Knott,Knott County Human Services Center,Social services,Families,"40 Center St, Hindman, KY 41822",606-785-4095,37.3349717,-82.9800913,Mon-Fri 8-4:30,N/A
299,Knott,Cabinet- Health & Family Services,Social services,Families,"50 Professor Clarke Cir, Hindman, KY 41822",606-785-3107,37.336544,-82.981393,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
300,Knott,Food Stamps Office and Family Support,Social services,Families,"125 Cowtown Rd, Hindman, KY 41822",606-785-3137,37.330003,-82.988218,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
301,Knott,Kentucky Career Center,Social services,Careers,"1622 Hwy 160 S Hindman, KY 41822",606-785-3322,37.322365,-82.96534,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
311,Knox,Families & Children Cabinet -DSS,Social services,Families,"209 Knox St, Barbourville, KY 40906",606-546-3121,36.86705,-83.887533,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
312,Knox,Office for Children with Special Health Care Needs,Social services,Families,"110 Johnson Ln Barbourville, KY 40906",606-546-5109,36.868945,-83.887326,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
313,Knox,Food Stamp Office,Social services,Families,"710 Pitzer St, Barbourville, KY 40906",855-306-8959,36.849443,-83.886713,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
314,Knox,"KCEOC Community Action Partinership, Inc",Social services,Community,"5448 Old Dixie Hwy A, Gray, KY 40734",606-546-3152,36.9196518,-83.9323048,Mon-Fri 8-5,"<a href = ""http://www.povertyisreal.org/index.php?lang=en"">Click here to access their website</a>"
315,Knox,G R Hampton Resource Center,Social services,Families,"60 KY-3441, Barbourville, KY 40906",606-546-4210,36.849443,-83.886713,Mon-Fri 8-3:30,"<a href = ""https://www.knoxkyschools.com/schools/gr-hampton-elementary-school"">Click here to access their website</a>"
316,Knox,Lend-A-Hand Center,Social services,Community,"3234 State Hwy 718, Walker, KY 40997",606-542-4212,36.8837622,-83.687205,N/A,"<a href = ""https://www.facebook.com/lendahandcenter/"">Click here to access their website</a>"
317,Knox,Flat Lick Family Resource Center,Social services,Families,"110 Ky 3085, Flat Lick, KY 40935",606-542-5147,36.8402883,-83.7859249,Mon-Fri 8-4,"<a href = ""http://www2.knoxkyschools.com/learning/frysc/"">Click here to access their website</a>"
318,Knox,Kentucky Career Center,Social services,Careers,"464 Court Square Barbourville, KY 40906",606-546-2639,36.866251,-83.888048,Mon-Fri 8-5,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>https://kcc.ky.gov/Pages/default.aspx"
332,Laurel,Laurel County Family Support,Social services,Families,"101 S Main St, London, KY 40741",606-878-7740,37.128386,-84.083835,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspxhttps://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
333,Laurel,Pennyrile Allied Community Services,Social services,Community,"1612 Hampton Rd, London, KY 40741",606-330-0708,37.108472,-84.074477,N/A,"<a href = ""http://www.pacs-ky.org/"">Click here to access their website</a>"
334,Laurel,American Red Cross,Social services,Community,"107 C V B Dr, London, KY 40741",606-878-6333,37.1287351,-84.0841454,N/A,"<a href = ""https://www.redcross.org/local/kentucky.html"">Click here to access their website</a>"
335,Laurel,Kentucky Career Center,Social services,Careers,"100 University Drive London, KY 40741",606-330-2115,37.1154814,-84.0627179,"Tues, Thurs 8-4","<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
336,Laurel,Daniel Boone Development,Social services,Community,"188 Dog Patch Trading Center London, KY 40741",606-864-9121,37.1464721,-84.1106611,Mon-Fri 8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
337,Laurel,Independent Opportunities Comm,Social services,Families,"90 Southern School Rd, Somerset, KY 42501",606-676-0630,37.038208,-84.622722,Mon-Fri 8-4:30,"<a href = ""http://independentopportunities.com/"">Click here to access their website</a>"
348,Lawrence,Social Service Department,Social services,Families,"180 Bulldog Ln # 2, Louisa, KY 41230",606-638-4360,38.097968,-82.60403,Mon-Fri 8-4:30,N/A
349,Lawrence,Lawrence County Child Support,Social services,Families,"314 E Madison St, Louisa, KY 41230",606-638-4426,38.114936,-82.601732,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
350,Lawrence,Child Support Division,Social services,Families,"122 N Main Cross St, Louisa, KY 41230",606-638-9622,38.116155,-82.602946,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
351,Lawrence,Northeast KY Community Action,Social services,Careers,"180 Bulldog Lane Louisa, KY 41230",606-638-4067,38.098112,-82.603987,Mon-Fri 8-4:30,"<a href = ""nkcaa.net"">Click here to access their website</a>"
356,Lee,Social Service Department,Social services,Families,"256 Main St #26, Beattyville, KY 41311",606-464-8801,37.57366,-83.70998,Mon-Fri 8-4:30,"<a href = ""https://www.ebtcard.net/program/Families_support_office_lee_county_41311.html"">Click here to access their website</a>"
357,Lee,Food Stamp Program,Social services,Families,"256 Main St #27, Beattyville, KY 41311",606-464-2404,37.57366,-83.70998,Mon-Fri 8-4:30,N/A
358,Lee,Lee County Habitat for Humanity,Social services,Community,"Main St, Beattyville, KY 41311",N/A,37.5744028,-83.7104985,N/A,"<a href = ""https://www.habitat4humanity.org/"">Click here to access their website</a>"
359,Lee,Kentucky Career Center,Social services,Careers,"205 Main Street Beatyville, KY 41311",606-464-2254,37.573341,-83.710568,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
360,Lee,Middle KY Community Action,Social services,Community,"1970 Old Hwy 11 Beattyville, KY 41311",606-464-2259,37.637268,-83.694037,Mon-Fri 8-4:30,"<a href = ""https://mkcap.org/index.html"">Click here to access their website</a>"
367,Leslie,Cabinet for Health and Family Services,Social services,Families,"21150 US-421, Hyden, KY 41749",606-672-2307,37.15081,-83.37245,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
